"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","test_part","boxes_type","utt_type","correct_side","responses"
"45659.25500006415","recaptcha.html","external-html","0","45678","0.0-0.0","","","","","","",""
"6157.049999805167","consent/consent.html","external-html","1","51846","0.0-1.0","","","","","","",""
"1473.299999954179","","html-button-response","2","53321","0.0-2.0","<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.","0","setup","","","",""
"2337.8350001294166","","html-button-response","3","57676","0.0-3.0-0.0","<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>","0","setup","","","",""
"2957.365000154823","","html-button-response","4","60634","0.0-3.0-1.0","<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>","0","setup","","","",""
"1548.0449998285621","","html-button-response","5","62184","0.0-3.0-2.0","<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>","1","test","type","simple","0",""
"4846.594999777153","","survey-text","6","67034","0.0-4.0","","","comment","","","","{""Q0"":""CONTAIN DIFFERENT ELEMENT""}"
"1868.4900000225753","","html-button-response","7","68903","0.0-5.0","<p>This is the end of the study. Thank you for participating!</p>","0","","","","",""
