rt,url,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,test_part,boxes_type,utt_type,correct_side,responses,subid,accuracy
38167.999999946915,consent/consent.html,external-html,1,71449,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,yvoa_qxlt_npjj,NA
7690.000000002328,NA,html-button-response,2,79148,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,yvoa_qxlt_npjj,NA
17964.999999967404,NA,html-button-response,3,99121,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,yvoa_qxlt_npjj,NA
13744.999999995343,NA,html-button-response,4,112884,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,yvoa_qxlt_npjj,NA
12407.999999995809,NA,html-button-response,5,125306,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",1,test,num,complex,0,NA,yvoa_qxlt_npjj,0
18587.999999988824,NA,survey-text,6,143904,0.0-4.0,NA,NA,comment,NA,NA,NA,YES,yvoa_qxlt_npjj,NA
12778.00000004936,NA,html-button-response,7,156693,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,yvoa_qxlt_npjj,NA
24758.419999852777,recaptcha.html,external-html,0,24832,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,ywlo_wlll_fbir,NA
11390.965000726283,consent/consent.html,external-html,1,36474,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,ywlo_wlll_fbir,NA
3640.4599994421005,NA,html-button-response,2,40119,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,ywlo_wlll_fbir,NA
