rt,url,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,button_pressed,test_part,boxes_type,utt_type,correct_side,responses,subid,accuracy
16771.82999999968,recaptcha.html,external-html,0,16824,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,amln_fjbh_yqoe,NA
5548.3449999992445,consent/consent.html,external-html,1,22405,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,amln_fjbh_yqoe,NA
906.9799999997485,NA,html-button-response,2,23317,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,amln_fjbh_yqoe,NA
1421.0199999997712,NA,html-button-response,3,26740,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,amln_fjbh_yqoe,NA
1546.9199999988632,NA,html-button-response,4,28292,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,amln_fjbh_yqoe,NA
781.1899999996967,NA,html-button-response,5,29079,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",1,test,num,complex,1,NA,amln_fjbh_yqoe,1
5364.415000000008,NA,survey-text,6,34478,0.0-4.0,NA,NA,comment,NA,NA,NA,wonderful,amln_fjbh_yqoe,NA
819.084999999177,NA,html-button-response,7,35301,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,amln_fjbh_yqoe,NA
14992.80000012368,recaptcha.html,external-html,0,15007,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,anut_zzad_gqho,NA
10951.829999918118,consent/consent.html,external-html,1,25965,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,anut_zzad_gqho,NA
2668.5450000222772,NA,html-button-response,2,28636,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,anut_zzad_gqho,NA
2247.3649999592453,NA,html-button-response,3,32895,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,anut_zzad_gqho,NA
2848.354999907315,NA,html-button-response,4,35745,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,anut_zzad_gqho,NA
3078.3400000073016,NA,html-button-response,5,38825,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>",0,test,entropy,simple,1,NA,anut_zzad_gqho,0
2397.4249998573214,NA,survey-text,6,41226,0.0-4.0,NA,NA,comment,NA,NA,NA,,anut_zzad_gqho,NA
2008.1850001588464,NA,html-button-response,7,43235,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,anut_zzad_gqho,NA
14195.86499966681,recaptcha.html,external-html,0,14270,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,aopn_sytf_unlx,NA
27147.789999842644,consent/consent.html,external-html,1,41728,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,aopn_sytf_unlx,NA
3123.7949999049306,NA,html-button-response,2,44855,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,aopn_sytf_unlx,NA
9179.37000002712,NA,html-button-response,3,56039,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,aopn_sytf_unlx,NA
30149.459999985993,NA,html-button-response,4,86191,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,aopn_sytf_unlx,NA
9698.420000262558,NA,html-button-response,5,95895,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",0,test,type,complex,0,NA,aopn_sytf_unlx,1
44439.544999971986,NA,survey-text,6,140345,0.0-4.0,NA,NA,comment,NA,NA,NA,colour box,aopn_sytf_unlx,NA
4787.255000323057,NA,html-button-response,7,145134,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,aopn_sytf_unlx,NA
17120.52999995649,recaptcha.html,external-html,0,17132,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,bfig_cuvr_fidg,NA
9208.319999976084,consent/consent.html,external-html,1,26350,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,bfig_cuvr_fidg,NA
3018.279999960214,NA,html-button-response,2,29371,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,bfig_cuvr_fidg,NA
2035.0800000596792,NA,html-button-response,3,33419,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,bfig_cuvr_fidg,NA
5008.290000027046,NA,html-button-response,4,38430,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,bfig_cuvr_fidg,NA
1567.9950001649559,NA,html-button-response,5,40000,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",0,test,entropy,complex,0,NA,bfig_cuvr_fidg,1
4356.980000156909,NA,survey-text,6,44360,0.0-4.0,NA,NA,comment,NA,NA,NA,cantain different things,bfig_cuvr_fidg,NA
1728.0600001104176,NA,html-button-response,7,46090,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,bfig_cuvr_fidg,NA
30835.290000002715,recaptcha.html,external-html,0,30941,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,cayv_mqgx_yetb,NA
27811.94999998843,consent/consent.html,external-html,1,58865,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,cayv_mqgx_yetb,NA
2649.3499999924097,NA,html-button-response,2,61518,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,cayv_mqgx_yetb,NA
5389.414999997825,NA,html-button-response,3,68915,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,cayv_mqgx_yetb,NA
4157.820000007632,NA,html-button-response,4,73076,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,cayv_mqgx_yetb,NA
5866.355000005569,NA,html-button-response,5,78949,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>",0,test,entropy,simple,1,NA,cayv_mqgx_yetb,0
20214.60500000103,NA,survey-text,6,99187,0.0-4.0,NA,NA,comment,NA,NA,NA,Was good,cayv_mqgx_yetb,NA
2976.5000000043074,NA,html-button-response,7,102166,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,cayv_mqgx_yetb,NA
6146.109999972396,recaptcha.html,external-html,0,6239,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,cewg_scpl_jxna,NA
25023.825000040233,consent/consent.html,external-html,1,31275,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,cewg_scpl_jxna,NA
3342.529999965336,NA,html-button-response,2,34620,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,cewg_scpl_jxna,NA
15644.195000000764,NA,html-button-response,3,52267,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,cewg_scpl_jxna,NA
13876.06500001857,NA,html-button-response,4,66147,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,cewg_scpl_jxna,NA
5001.589999999851,NA,html-button-response,5,71151,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",1,test,type,complex,1,NA,cewg_scpl_jxna,1
48222.935000027064,NA,survey-text,6,119399,0.0-4.0,NA,NA,comment,NA,NA,NA,"Dax speak a long sentence, so the box might contain lots of things",cewg_scpl_jxna,NA
861.4500000257976,NA,html-button-response,7,120262,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,cewg_scpl_jxna,NA
10683.46499998006,recaptcha.html,external-html,0,10782,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,cmuq_hzgb_oygl,NA
11935.36000000313,consent/consent.html,external-html,1,23125,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,cmuq_hzgb_oygl,NA
3045.914999995148,NA,html-button-response,2,26174,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,cmuq_hzgb_oygl,NA
12237.674999982119,NA,html-button-response,3,40414,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,cmuq_hzgb_oygl,NA
5759.084999997867,NA,html-button-response,4,46176,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,cmuq_hzgb_oygl,NA
4055.0849999999627,NA,html-button-response,5,50233,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",1,test,num,complex,0,NA,cmuq_hzgb_oygl,0
27479.08499999903,NA,survey-text,6,77716,0.0-4.0,NA,NA,comment,NA,NA,NA,It looks like there are a lot of interesting things Dax wants to show off.,cmuq_hzgb_oygl,NA
1721.335000009276,NA,html-button-response,7,79439,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,cmuq_hzgb_oygl,NA
17064.00000001304,recaptcha.html,external-html,0,17347,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,cutp_exbj_gwmv,NA
18510.000000009313,consent/consent.html,external-html,1,36922,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,cutp_exbj_gwmv,NA
1629.0000000735745,NA,html-button-response,2,38552,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,cutp_exbj_gwmv,NA
5309.999999939464,NA,html-button-response,3,45863,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,cutp_exbj_gwmv,NA
7657.000000006519,NA,html-button-response,4,53521,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,cutp_exbj_gwmv,NA
4157.000000006519,NA,html-button-response,5,57682,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",0,test,entropy,complex,0,NA,cutp_exbj_gwmv,1
11897.000000113621,NA,survey-text,6,69584,0.0-4.0,NA,NA,comment,NA,NA,NA,dox,cutp_exbj_gwmv,NA
2896.999999997206,NA,html-button-response,7,72482,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,cutp_exbj_gwmv,NA
3561.744999984512,recaptcha.html,external-html,0,3622,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,djcl_gqcf_uyjd,NA
32515.660000004573,consent/consent.html,external-html,1,36152,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,djcl_gqcf_uyjd,NA
950.1600000075996,NA,html-button-response,2,37110,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,djcl_gqcf_uyjd,NA
1708.104999997886,NA,html-button-response,3,40822,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,djcl_gqcf_uyjd,NA
4573.514999996405,NA,html-button-response,4,45397,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,djcl_gqcf_uyjd,NA
6835.015000018757,NA,html-button-response,5,52233,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>",0,test,num,simple,1,NA,djcl_gqcf_uyjd,0
8978.570000006584,NA,survey-text,6,61216,0.0-4.0,NA,NA,comment,NA,NA,NA,it has more circles,djcl_gqcf_uyjd,NA
1738.454999984242,NA,html-button-response,7,62956,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,djcl_gqcf_uyjd,NA
23510.16500001424,recaptcha.html,external-html,0,23673,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,dkqp_dsyg_pfwl,NA
60087.80000000843,consent/consent.html,external-html,1,84864,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,dkqp_dsyg_pfwl,NA
5923.974999983329,NA,html-button-response,2,90793,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,dkqp_dsyg_pfwl,NA
18884.250000002794,NA,html-button-response,3,111682,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,dkqp_dsyg_pfwl,NA
43692.860000010114,NA,html-button-response,4,155382,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,dkqp_dsyg_pfwl,NA
23519.77500002249,NA,html-button-response,5,178913,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>",0,test,type,simple,1,NA,dkqp_dsyg_pfwl,0
26924.729999998817,NA,survey-text,6,205844,0.0-4.0,NA,NA,comment,NA,NA,NA,IT'S THE CORRECT BOX,dkqp_dsyg_pfwl,NA
2636.254999990342,NA,html-button-response,7,208482,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,dkqp_dsyg_pfwl,NA
3914.7249999223277,recaptcha.html,external-html,0,3942,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,dmqg_gbhm_jfdu,NA
71593.63999997731,consent/consent.html,external-html,1,75574,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,dmqg_gbhm_jfdu,NA
3552.460000035353,NA,html-button-response,2,79131,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,dmqg_gbhm_jfdu,NA
23850.520000094548,NA,html-button-response,3,104982,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,dmqg_gbhm_jfdu,NA
9004.48999996297,NA,html-button-response,4,113992,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,dmqg_gbhm_jfdu,NA
12325.10999997612,NA,html-button-response,5,126321,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>",1,test,type,simple,1,NA,dmqg_gbhm_jfdu,1
76022.69000001252,NA,survey-text,6,202349,0.0-4.0,NA,NA,comment,NA,NA,NA,"Because Toma is just one word, so I assume the objects in the box will be one variant instead of a mixture of different types of objects.",dmqg_gbhm_jfdu,NA
2740.8149999100715,NA,html-button-response,7,205091,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,dmqg_gbhm_jfdu,NA
84863.00000012852,recaptcha.html,external-html,0,85111,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,dpgb_dzjr_azhs,NA
27629.99999988824,consent/consent.html,external-html,1,113544,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,dpgb_dzjr_azhs,NA
5689.999999944121,NA,html-button-response,2,119242,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,dpgb_dzjr_azhs,NA
14209.999999962747,NA,html-button-response,3,135460,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,dpgb_dzjr_azhs,NA
13685.00000005588,NA,html-button-response,4,149150,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,dpgb_dzjr_azhs,NA
9527.000000001863,NA,html-button-response,5,158680,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>",0,test,num,simple,1,NA,dpgb_dzjr_azhs,0
29753.000000026077,NA,survey-text,6,188442,0.0-4.0,NA,NA,comment,NA,NA,NA,This is my prediction,dpgb_dzjr_azhs,NA
3094.000000040978,NA,html-button-response,7,191540,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,dpgb_dzjr_azhs,NA
8951.999999932013,recaptcha.html,external-html,0,9102,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,dwmj_wbil_zqbz,NA
7156.000000075437,consent/consent.html,external-html,1,16331,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,dwmj_wbil_zqbz,NA
1304.9999999348074,NA,html-button-response,2,17646,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,dwmj_wbil_zqbz,NA
1508.9999999618158,NA,html-button-response,3,21177,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,dwmj_wbil_zqbz,NA
2636.999999987893,NA,html-button-response,4,23817,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,dwmj_wbil_zqbz,NA
3462.000000057742,NA,html-button-response,5,27280,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",0,test,type,complex,0,NA,dwmj_wbil_zqbz,1
23895.000000018626,NA,survey-text,6,51187,0.0-4.0,NA,NA,comment,NA,NA,NA,Because it said one word o its all are same color so mentioned as one single word,dwmj_wbil_zqbz,NA
2928.000000072643,NA,html-button-response,7,54120,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,dwmj_wbil_zqbz,NA
6613.475000020117,recaptcha.html,external-html,0,6633,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,egqz_yrrv_wjul,NA
7650.734999915585,consent/consent.html,external-html,1,14291,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,egqz_yrrv_wjul,NA
1532.6550002209842,NA,html-button-response,2,15825,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,egqz_yrrv_wjul,NA
14001.070000231266,NA,html-button-response,3,31830,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,egqz_yrrv_wjul,NA
3338.3549998980016,NA,html-button-response,4,35170,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,egqz_yrrv_wjul,NA
9737.454999936745,NA,html-button-response,5,44911,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>",1,test,entropy,complex,1,NA,egqz_yrrv_wjul,1
6496.95000005886,NA,survey-text,6,51410,0.0-4.0,NA,NA,comment,NA,NA,NA,Nothing,egqz_yrrv_wjul,NA
1439.049999928102,NA,html-button-response,7,52851,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,egqz_yrrv_wjul,NA
15251.015000000734,recaptcha.html,external-html,0,15678,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,epft_pibw_frep,NA
14554.195000000618,consent/consent.html,external-html,1,30576,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,epft_pibw_frep,NA
1517.5349999999526,NA,html-button-response,2,32097,0.0-2.0,"<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.",0,setup,NA,NA,NA,NA,epft_pibw_frep,NA
6658.425000000534,NA,html-button-response,3,40760,0.0-3.0-0.0,"<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>",0,setup,NA,NA,NA,NA,epft_pibw_frep,NA
6572.675000000345,NA,html-button-response,4,47336,0.0-3.0-1.0,"<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>",0,setup,NA,NA,NA,NA,epft_pibw_frep,NA
12620.684999999867,NA,html-button-response,5,59961,0.0-3.0-2.0,"<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>",0,test,type,simple,0,NA,epft_pibw_frep,1
16352.914999999492,NA,survey-text,6,76321,0.0-4.0,NA,NA,comment,NA,NA,NA,guess,epft_pibw_frep,NA
1381.459999999599,NA,html-button-response,7,77704,0.0-5.0,<p>This is the end of the study. Thank you for participating!</p>,0,NA,NA,NA,NA,NA,epft_pibw_frep,NA
12701.224999997066,recaptcha.html,external-html,0,12720,0.0-0.0,NA,NA,NA,NA,NA,NA,NA,etjk_vgrf_ffvs,NA
11296.81999999957,consent/consent.html,external-html,1,25382,0.0-1.0,NA,NA,NA,NA,NA,NA,NA,etjk_vgrf_ffvs,NA
