"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","test_part","boxes_type","utt_type","correct_side","responses"
"18059.38500002958","recaptcha.html","external-html","0","18396","0.0-0.0","","","","","","",""
"27099.92000000784","consent/consent.html","external-html","1","46876","0.0-1.0","","","","","","",""
"2040.19500000868","","html-button-response","2","48925","0.0-2.0","<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.","0","setup","","","",""
"26858.355000033043","","html-button-response","3","77790","0.0-3.0-0.0","<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>","0","setup","","","",""
"3291.5150000480935","","html-button-response","4","81088","0.0-3.0-1.0","<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>","0","setup","","","",""
"9820.234999991953","","html-button-response","5","90914","0.0-3.0-2.0","<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>","1","test","num","simple","1",""
"7206.650000007357","","survey-text","6","98137","0.0-4.0","","","comment","","","","{""Q0"":""its correct""}"
"2407.8999999910593","","html-button-response","7","100549","0.0-5.0","<p>This is the end of the study. Thank you for participating!</p>","0","","","","",""
