"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","test_part","boxes_type","utt_type","correct_side","responses"
"8216.279999993276","recaptcha.html","external-html","0","8273","0.0-0.0","","","","","","",""
"9251.779999991413","consent/consent.html","external-html","1","17633","0.0-1.0","","","","","","",""
"2724.449999979697","","html-button-response","2","20361","0.0-2.0","<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.","0","setup","","","",""
"6140.654999995604","","html-button-response","3","28510","0.0-3.0-0.0","<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>","0","setup","","","",""
"8109.324999968521","","html-button-response","4","36623","0.0-3.0-1.0","<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>","0","setup","","","",""
"7193.215000035707","","html-button-response","5","43819","0.0-3.0-2.0","<p>Which box do you think Dax was looking in when he said<br><i>""Toma!""</i>?</p><div style='width: 700px;'></div>","1","test","type","simple","0",""
"13031.404999957886","","survey-text","6","56864","0.0-4.0","","","comment","","","","{""Q0"":""The second box seemed more exciting and so did his response.""}"
"1346.7599999858066","","html-button-response","7","58213","0.0-5.0","<p>This is the end of the study. Thank you for participating!</p>","0","","","","",""
