"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","button_pressed","test_part","boxes_type","utt_type","correct_side","responses"
"18258.020000001125","recaptcha.html","external-html","0","18316","0.0-0.0","","","","","","",""
"10758.950000001278","consent/consent.html","external-html","1","30761","0.0-1.0","","","","","","",""
"1259.0500000005704","","html-button-response","2","32026","0.0-2.0","<p>In this experiment, you will see some aliens talk and make judgments about what they are talking about.","0","setup","","","",""
"7234.735000000001","","html-button-response","3","41264","0.0-3.0-0.0","<p>This is Dax the alien. He speaks an alien language.<br><br>He says, <i> ""Difu Dax midaku.""</i><br>That means ""Hello, my name is Dax.""</p><br><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div></div><br>","0","setup","","","",""
"5250.535000001037","","html-button-response","4","46520","0.0-3.0-1.0","<p>Dax has a box. <br> He opens the box and looks inside. <br><br>Then, Dax says, <i>""Toma zem zorp bidaku midu osh gipu!""</i></p><div style='width: 700px;'><div style='float: center;'><img src='img/alien1.png' width='250' height='300'></img></div><div style='float: center;'><img src='img/grey_box.png'></img></div></div><br>","0","setup","","","",""
"5442.414999999528","","html-button-response","5","51968","0.0-3.0-2.0","<p>Which box do you think Dax was looking in when he said<br><i>""Toma zem zorp bidaku midu osh gipu!""</i>?</p><div style='width: 700px;'></div>","1","test","num","complex","1",""
"27536.37499999968","","survey-text","6","79515","0.0-4.0","","","comment","","","","{""Q0"":""wonderful""}"
"2261.1199999992095","","html-button-response","7","81780","0.0-5.0","<p>This is the end of the study. Thank you for participating!</p>","0","","","","",""
